"chr","start","end","width"
"12"," 53946545"," 53954902","     8358"
"12"," 53958957"," 53963628","     4672"
"12"," 53963698"," 53965964","     2267"
"12"," 53966062"," 53968001","     1940"
"12"," 53968179"," 53968350","      172"
"12"," 53968502"," 53973125","     4624"
"12"," 53977644"," 53985064","     7421"
"12"," 54056031"," 54058253","     2223"
"12"," 54122236"," 54126052","     3817"
"12"," 54147486"," 54163138","    15653"
"12"," 54168596"," 54262614","    94019"
"12"," 54351847"," 54353660","     1814"
"12"," 54497689"," 54497751","       63"
"12"," 54548244"," 54549600","     1357"
"12"," 54579240"," 54682972","   103733"
"12"," 54687435"," 54830517","   143083"
"12"," 54896009"," 55009745","   113737"
"12"," 55014248"," 55019973","     5726"
"12"," 55030018"," 55113076","    83059"
"12"," 55118633"," 55126405","     7773"
"12"," 55132751"," 55158846","    26096"
"12"," 55159724"," 55221024","    61301"
"12"," 55221976"," 55244608","    22633"
"12"," 55256626"," 55262538","     5913"
"12"," 55263432"," 55283749","    20318"
"12"," 55284642"," 55311834","    27193"
"12"," 55312758"," 55314342","     1585"
"12"," 55322365"," 55330042","     7678"
"12"," 55332688"," 55342840","    10153"
"12"," 55343775"," 55362974","    19200"
"12"," 55369280"," 55385836","    16557"
"12"," 55392965"," 55396339","     3375"
"12"," 55396698"," 55400528","     3831"
"12"," 55401468"," 55426253","    24786"
"12"," 55427193"," 55444068","    16876"
"12"," 55453348"," 55492377","    39030"
"12"," 55493317"," 55522592","    29276"
"12"," 55523418"," 55549601","    26184"
"12"," 55555833"," 55572467","    16635"
"12"," 55575613"," 55608042","    32430"
"12"," 55615879"," 55636891","    21013"
"12"," 55637834"," 55681735","    43902"
"12"," 55684612"," 55716035","    31424"
"12"," 55724706"," 55729093","     4388"
"12"," 55730858"," 55743121","    12264"
"12"," 55757265"," 55818040","    60776"
"12"," 55821880"," 55829607","     7728"
"12"," 55836247"," 55900299","    64053"
"12"," 55900619"," 55927318","    26700"
"12"," 55954028"," 55966780","    12753"
"12"," 55972790"," 55973912","     1123"
"12"," 55996684"," 55997179","      496"
"12"," 56006642"," 56007658","     1017"
"12"," 56038436"," 56041350","     2915"
"12"," 56044698"," 56076798","    32101"
"12"," 56113911"," 56116589","     2679"
"12"," 56117968"," 56118249","      282"
"12"," 56144675"," 56152255","     7581"
"12"," 56163497"," 56222014","    58518"
"12"," 56229855"," 56230048","      194"
"12"," 56237847"," 56266889","    29043"
"12"," 56270967"," 56300075","    29109"
"12"," 56317993"," 56334173","    16181"
"12"," 56340411"," 56468577","   128167"
"12"," 56479709"," 56511001","    31293"
"12"," 56512704"," 56521819","     9116"
"12"," 56596194"," 56752160","   155967"
"12"," 56787791"," 56822984","    35194"
"12"," 56874269"," 56987733","   113465"
"12"," 56990757"," 56994491","     3735"
"12"," 56998448"," 57089042","    90595"
"12"," 57095477"," 57128482","    33006"
"12"," 57213362"," 57216793","     3432"
"12"," 57226450"," 57229572","     3123"
"12"," 57234936"," 57415295","   180360"
"12"," 57415404"," 57431115","    15712"
"12"," 57433936"," 57434783","      848"
"12"," 57452063"," 57452322","      260"
"12"," 57459281"," 57459784","      504"
"12"," 57472269"," 57475444","     3176"
"12"," 57517570"," 57520709","     3140"
"12"," 57530149"," 57546025","    15877"
"12"," 57586634"," 57591173","     4540"
"12"," 57603419"," 57604621","     1203"
"12"," 57609805"," 57610179","      375"
"12"," 57626152"," 57674664","    48513"
"12"," 57675251"," 57693954","    18704"
"12"," 57721558"," 57726270","     4713"
"12"," 57728357"," 57738012","     9656"
"12"," 57750220"," 57755102","     4883"
"12"," 57760412"," 57771491","    11080"
"12"," 57808072"," 57814493","     6422"
"12"," 57814927"," 57837091","    22165"
"12"," 57842746"," 57894231","    51486"
"12"," 57896847"," 57906038","     9192"
"12"," 57959149"," 57967057","     7909"
"12"," 57968400"," 58087891","   119492"
"12"," 58093363"," 58103906","    10544"
"12"," 58105936"," 58244377","   138442"
"12"," 58244866"," 58394595","   149730"
"12"," 58395139"," 58544123","   148985"
"12"," 58813061"," 58920638","   107578"
"12"," 59065313"," 59102143","    36831"
"12"," 59130880"," 59322762","   191883"
"12"," 59436875"," 59596028","   159154"
"12"," 59789856"," 59812101","    22246"
"12"," 59812577"," 60092863","   280287"
"12"," 60096072"," 60215993","   119922"
"12"," 60216385"," 60363821","   147437"
"12"," 60363936"," 60418982","    55047"
"12"," 60419294"," 61775922","  1356629"
"12"," 61776401"," 61879317","   102917"
"12"," 61880773"," 62260337","   379565"
"12"," 62417432"," 62466816","    49385"
"12"," 62600477"," 62602751","     2275"
"12"," 62622214"," 62658822","    36609"
"12"," 62659226"," 62755226","    96001"
"12"," 62756234"," 62935700","   179467"
"12"," 62935803"," 62965324","    29522"
"12"," 62965970"," 63002468","    36499"
"12"," 63002796"," 63003552","      757"
"12"," 63006903"," 63151064","   144162"
"12"," 63154007"," 63271403","   117397"
"12"," 63272337"," 63651626","   379290"
"12"," 63651931"," 63779832","   127902"
"12"," 63809793"," 63822020","    12228"
"12"," 63823896"," 63844699","    20804"
"12"," 64162218"," 64204792","    42575"
"12"," 64204900"," 64222332","    17433"
"12"," 64397261"," 64404391","     7131"
"12"," 64451126"," 64452089","      964"
"12"," 64697565"," 64709457","    11893"
"12"," 64710514"," 64759483","    48970"
"12"," 64990647"," 65017467","    26821"
"12"," 65054125"," 65095748","    41624"
"12"," 65095856"," 65134687","    38832"
"12"," 65135274"," 65169582","    34309"
"12"," 65248356"," 65278642","    30287"
"12"," 65491431"," 65556924","    65494"
"12"," 65560890"," 65589110","    28221"
"12"," 65614170"," 65622272","     8103"
"12"," 65663300"," 65824459","   161160"
"12"," 65966292"," 66037234","    70943"
"12"," 66037715"," 66066220","    28506"
"12"," 66066339"," 66130750","    64412"
"12"," 66134450"," 66189194","    54745"
"12"," 66254623"," 66292682","    38060"
"12"," 66292988"," 66302492","     9505"
"12"," 66343644"," 66563523","   219880"
"12"," 66563695"," 67269357","   705663"
"12"," 67319954"," 67329013","     9060"
"12"," 67350925"," 67351435","      511"
"12"," 67352040"," 67443104","    91065"
"12"," 67590772"," 67648337","    57566"
"12"," 67665407"," 67753700","    88294"
"12"," 67753818"," 67929234","   175417"
"12"," 67970018"," 67989444","    19427"
"12"," 68234687"," 68344663","   109977"
"12"," 68349960"," 68473740","   123781"
"12"," 68474903"," 68487686","    12784"
"12"," 68487864"," 68610854","   122991"
"12"," 68671902"," 68684594","    12693"
"12"," 68686309"," 68686950","      642"
"12"," 68745810"," 68746124","      315"
"12"," 68793965"," 68804918","    10954"
"12"," 68806087"," 68808176","     2090"
"12"," 68845545"," 68911920","    66376"
"12"," 68911983"," 68913803","     1821"
"12"," 68914023"," 69212107","   298085"
"12"," 69224243"," 69239568","    15326"
"12"," 69274359"," 69284396","    10038"
"12"," 69285486"," 69348353","    62868"
"12"," 69354235"," 69359709","     5475"
"12"," 69390871"," 69400902","    10032"
"12"," 69401201"," 69422655","    21455"
"12"," 69422996"," 69449469","    26474"
"12"," 69460725"," 69470348","     9624"
"12"," 69579794"," 69584722","     4929"
"12"," 69584823"," 69585425","      603"
"12"," 69601571"," 69738859","   137289"
"12"," 69959098"," 70180337","   221240"
"12"," 70202005"," 70239113","    37109"
"12"," 70242431"," 70243001","      571"
"12"," 70354994"," 70366289","    11296"
"12"," 70434293"," 70468079","    33787"
"12"," 70543041"," 70570968","    27928"
"12"," 70571441"," 70671917","   100477"
"12"," 70672857"," 70906916","   234060"
"12"," 70907019"," 71439797","   532779"
"12"," 71586311"," 71639354","    53044"
"12"," 71639484"," 71664300","    24817"
"12"," 71705048"," 71754862","    49815"
"12"," 71800287"," 71839706","    39420"
"12"," 71927249"," 71938844","    11596"
"12"," 72670759"," 73159189","   488431"
"12"," 73208318"," 73648665","   440348"
"12"," 73649040"," 73758656","   109617"
"12"," 73846189"," 73906939","    60751"
"12"," 73919338"," 74039023","   119686"
"12"," 74049982"," 74170444","   120463"
"12"," 74171831"," 74274951","   103121"
"12"," 74275232"," 74292323","    17092"
"12"," 74293097"," 74537834","   244738"
"12"," 74545431"," 74656560","   111130"
"12"," 74656861"," 75020968","   364108"
"12"," 75044794"," 75234739","   189946"
"12"," 75298509"," 75305451","     6943"
"12"," 75306358"," 75334669","    28312"
"12"," 75370561"," 75391088","    20528"
"12"," 75432689"," 75480752","    48064"
"12"," 75503864"," 75600046","    96183"
"12"," 75601552"," 75649194","    47643"
"12"," 75691938"," 75926212","   234275"
"12"," 75926468"," 75964439","    37972"
"12"," 75967063"," 76030493","    63431"
"12"," 76031379"," 76032657","     1279"
"12"," 76033898"," 76057537","    23640"
"12"," 76058116"," 76115710","    57595"
"12"," 76116101"," 76137424","    21324"
"12"," 76138611"," 76139566","      956"
"12"," 76139672"," 76259835","   120164"
"12"," 76305970"," 76315750","     9781"
"12"," 76316049"," 76562293","   246245"
"12"," 76615568"," 76619385","     3818"
"12"," 76620044"," 76660404","    40361"
"12"," 76660885"," 76721533","    60649"
"12"," 76722287"," 76757190","    34904"
"12"," 76757915"," 76764102","     6188"
"12"," 76853697"," 76878192","    24496"
"12"," 76880353"," 77129177","   248825"
"12"," 77163639"," 77324640","   161002"
"12"," 78213011"," 78352518","   139508"
"12"," 78483031"," 78794131","   311101"
"12"," 78808996"," 78863992","    54997"
"12"," 79452009"," 79540202","    88194"
"12"," 79550536"," 79558781","     8246"
"12"," 79559167"," 79690143","   130977"
"12"," 79778452"," 79823777","    45326"
"12"," 79825497"," 79934900","   109404"
"12"," 79942713"," 80028892","    86180"
"12"," 80029632"," 80099536","    69905"
"12"," 80380881"," 80402177","    21297"
"12"," 80680274"," 80707633","    27360"
"12"," 80709475"," 80716911","     7437"
"12"," 80719672"," 80763150","    43479"
"12"," 80770718"," 80936413","   165696"
"12"," 81261211"," 81270668","     9458"
"12"," 81312423"," 81378041","    65619"
"12"," 81556638"," 81868367","   311730"
"12"," 81869047"," 81953718","    84672"
"12"," 81993137"," 81998631","     5495"
"12"," 81998963"," 82358527","   359565"
"12"," 82479240"," 82512676","    33437"
"12"," 82515818"," 82686879","   171062"
"12"," 83134871"," 83151330","    16460"
"12"," 83152191"," 83171589","    19399"
"12"," 83172741"," 84154433","   981693"
"12"," 84294563"," 84671597","   377035"
"12"," 84672027"," 84986785","   314759"
"12"," 84992658"," 85036313","    43656"
"12"," 85264458"," 85280219","    15762"
"12"," 85301785"," 85318059","    16275"
"12"," 85342913"," 85567877","   224965"
"12"," 85568240"," 85874294","   306055"
"12"," 85882993"," 85958685","    75693"
"12"," 85960947"," 86015696","    54750"
"12"," 86016442"," 87041915","  1025474"
"12"," 87042424"," 87746566","   704143"
"12"," 87746684"," 87750141","     3458"
"12"," 87750314"," 87795732","    45419"
"12"," 87802029"," 87816485","    14457"
"12"," 87817832"," 87944884","   127053"
"12"," 87950820"," 88033845","    83026"
"12"," 88050161"," 88051700","     1540"
"12"," 88051779"," 88142295","    90517"
"12"," 88199888"," 88430441","   230554"
"12"," 88430551"," 88580530","   149980"
"12"," 88600726"," 88601861","     1136"
"12"," 88602196"," 89027756","   425561"
"12"," 89028523"," 89319363","   290841"
"12"," 89319650"," 89351014","    31365"
"12"," 89353272"," 89353797","      526"
"12"," 89418560"," 89500092","    81533"
"12"," 89502671"," 89524593","    21923"
"12"," 89548006"," 89561128","    13123"
"12"," 89594879"," 89708958","   114080"
"12"," 90100764"," 90107738","     6975"
"12"," 90112780"," 90280893","   168114"
"12"," 90300975"," 90576401","   275427"
"12"," 90889918"," 90918022","    28105"
"12"," 90948670"," 91193708","   245039"
"12"," 91193943"," 91327044","   133102"
"12"," 91368608"," 91423780","    55173"
"12"," 91426937"," 91634886","   207950"
"12"," 91635645"," 91680130","    44486"
"12"," 91680874"," 91876923","   196050"
"12"," 91880660"," 91901457","    20798"
"12"," 91906188"," 92008051","   101864"
"12"," 92022596"," 92026446","     3851"
"12"," 92032393"," 92145572","   113180"
"12"," 92226558"," 92421530","   194973"
"12"," 92492092"," 92530459","    38368"
"12"," 92531325"," 92702842","   171518"
"12"," 92772456"," 92858078","    85623"
"12"," 92859274"," 92883772","    24499"
"12"," 92884701"," 92952638","    67938"
"12"," 92952746"," 92999217","    46472"
"12"," 93019821"," 93021605","     1785"
"12"," 93021713"," 93035260","    13548"
"12"," 93035745"," 93090479","    54735"
"12"," 93108630"," 93173469","    64840"
"12"," 93182300"," 93266016","    83717"
"12"," 93266097"," 93314808","    48712"
"12"," 93315942"," 93377882","    61941"
"12"," 93408147"," 93467513","    59367"
"12"," 93516215"," 93569813","    53599"
"12"," 93583488"," 93677374","    93887"
"12"," 93894841"," 93945040","    50200"
"12"," 93947814"," 94140076","   192263"
"12"," 94141338"," 94148576","     7239"
"12"," 94307676"," 94361219","    53544"
"12"," 94361527"," 94460002","    98476"
"12"," 94462485"," 94515475","    52991"
"12"," 94515761"," 94548240","    32480"
"12"," 94549537"," 94561788","    12252"
"12"," 94561860"," 94590820","    28961"
"12"," 94591094"," 94834146","   243053"
"12"," 94835159"," 95100530","   265372"
"12"," 95101046"," 95125759","    24714"
"12"," 95126390"," 95217745","    91356"
"12"," 95302800"," 95305928","     3129"
"12"," 95306864"," 95308419","     1556"
"12"," 95308514"," 95309922","     1409"
"12"," 95309985"," 95336663","    26679"
"12"," 95435498"," 95473519","    38022"
"12"," 95515840"," 95551581","    35742"
"12"," 95674000"," 95803096","   129097"
"12"," 95823308"," 95858951","    35644"
"12"," 95903829"," 95943330","    39502"
"12"," 95968721"," 95996463","    27743"
"12"," 96011711"," 96025322","    13612"
"12"," 96027972"," 96194374","   166403"
"12"," 96269825"," 96489570","   219746"
"12"," 96875556"," 96907223","    31668"
"12"," 96953781"," 96985655","    31875"
"12"," 97185610"," 97430883","   245274"
"12"," 97598416"," 97721715","   123300"
"12"," 97721823"," 98317740","   595918"
"12"," 98318350"," 98420447","   102098"
"12"," 98423722"," 98515572","    91851"
"12"," 98550380"," 98593590","    43211"
"12"," 98606380"," 98645289","    38910"
"12"," 98735434"," 98794484","    59051"
"12"," 98794965"," 98931681","   136717"
"12"," 98976657"," 99093358","   116702"
"12"," 99105012"," 99647752","   542741"
"12"," 99650115"," 99985044","   334930"
"12"," 99985620","100143057","   157438"
"12","100144672","100189883","    45212"
"12","100189950","100199121","     9172"
"12","100241866","100267139","    25274"
"12","100341716","100357073","    15358"
"12","100422056","100473707","    51652"
"12","100564415","100573682","     9268"
"12","100628289","100717525","    89237"
"12","101128642","101280104","   151463"
"12","101386619","101411356","    24738"
"12","101411460","101424440","    12981"
"12","101424692","101446824","    22133"
"12","101446933","101466704","    19772"
"12","101466821","101472338","     5518"
"12","101472457","101475335","     2879"
"12","101486998","101568352","    81355"
"12","101686029","101696946","    10918"
"12","101744141","101779813","    35673"
"12","101779930","101836819","    56890"
"12","101836928","101877579","    40652"
"12","102012131","102063354","    51224"
"12","102074821","102120182","    45362"
"12","102197521","102197584","       64"
"12","102463492","102957673","   494182"
"12","102960514","103013361","    52848"
"12","103016096","103151833","   135738"
"12","103179248","103503380","   324133"
"12","103504937","103547750","    42814"
"12","103578948","103587272","     8325"
"12","103766720","103819609","    52890"
"12","103822086","103841450","    19365"
"12","103844665","103930106","    85442"
"12","103953932","103965821","    11890"
"12","103988875","104030778","    41904"
"12","104031544","104064530","    32987"
"12","104106525","104125235","    18711"
"12","104125357","104170394","    45038"
"12","104177660","104215778","    38119"
"12","104350308","104455294","   104987"
"12","104762015","104851823","    89809"
"12","104851919","104858837","     6919"
"12","104871766","104986315","   114550"
"12","105074198","105107323","    33126"
"12","105169131","105235289","    66159"
"12","105396098","105704202","   308105"
"12","105744063","105762149","    18087"
"12","105763054","106015896","   252843"
"12","106017007","106103162","    86156"
"12","106106166","106170003","    63838"
"12","106172438","106250758","    78321"
"12","106252787","106301928","    49142"
"12","106347004","106357747","    10744"
"12","106510199","106583003","    72805"
"12","106762804","106774620","    11817"
"12","106889317","106910756","    21440"
"12","106911110","106955718","    44609"
"12","106978779","107093297","   114519"
"12","107123315","107271393","   148079"
"12","107271847","107318420","    46574"
"12","107659643","107660409","      767"
"12","107666012","107685798","    19787"
"12","107713163","107719598","     6436"
"12","107720134","107736554","    16421"
"12","107759969","107774703","    14735"
"12","107776645","107880580","   103936"
"12","107883387","107887729","     4343"
"12","107889887","107899637","     9751"
"12","107899816","108129287","   229472"
"12","108250538","108515276","   264739"
"12","108525838","108532073","     6236"
"12","108539739","108562581","    22843"
"12","108569369","108628667","    59299"
"12","108642350","108668447","    26098"
"12","108668509","108738483","    69975"
"12","108738605","108778911","    40307"
"12","108779167","108858931","    79765"
"12","108901044","109023088","   122045"
"12","109088024","109097596","     9573"
"12","109110994","109111217","      224"
"12","109268227","109347902","    79676"
"12","109455524","109477401","    21878"
"12","109536706","109573254","    36549"
"12","109598126","109713824","   115699"
"12","109770496","109833347","    62852"
"12","109833437","109880675","    47239"
"12","109888468","109900263","    11796"
"12","109983842","109999185","    15344"
"12","110039764","110124334","    84571"
"12","110218794","110280755","    61962"
"12","110351094","110460987","   109894"
"12","110461363","110468414","     7052"
"12","110490386","110501613","    11228"
"12","110533557","110614026","    80470"
"12","110663432","110744548","    81117"
"12","110746207","110831778","    85572"
"12","110845964","110846768","      805"
"12","110907536","110934589","    27054"
"12","110959094","111034164","    75071"
"12","111350555","111369260","    18706"
"12","111403311","111405922","     2612"
"12","111451624","111581378","   129755"
"12","111581774","111599497","    17724"
"12","111600257","111686052","    85796"
"12","111817533","111842227","    24695"
"12","111902223","111927017","    24795"
"12","111929018","111992995","    63978"
"12","111993876","112013347","    19472"
"12","112023450","112063908","    40459"
"12","112065756","112069103","     3348"
"12","112069210","112125537","    56328"
"12","112153605","112256799","   103195"
"12","112259092","112267076","     7985"
"12","112267395","112321758","    54364"
"12","112323090","112418350","    95261"
"12","112509919","112570379","    60461"
"12","112898882","112905855","     6974"
"12","112933220","112938050","     4831"
"12","112976461","112978394","     1934"
"12","113011724","113015606","     3883"
"12","113016099","113054061","    37963"
"12","113054436","113056729","     2294"
"12","113098029","113149723","    51695"
"12","113159277","113185525","    26249"
"12","113192369","113221049","    28681"
"12","113298586","113358565","    59980"
"12","113391630","113422379","    30750"
"12","113438277","113471980","    33704"
"12","113480637","113863401","   382765"
"12","113871598","113932568","    60971"
"12","113937256","114077132","   139877"
"12","114079903","114080380","      478"
"12","114113490","114408130","   294641"
"12","114412833","114548853","   136021"
"12","114549853","114588193","    38341"
"12","114588803","114621760","    32958"
"12","114622923","114682291","    59369"
"12","114767990","114768673","      684"
"12","114771852","115077324","   305473"
"12","115080154","115263169","   183016"
"12","115270597","115363011","    92415"
"12","115364746","115569393","   204648"
"12","115581740","115717724","   135985"
"12","115718014","115755261","    37248"
"12","115799937","115878747","    78811"
"12","115885968","115961186","    75219"
"12","115962734","116082569","   119836"
"12","116082677","116169044","    86368"
"12","116169259","116368763","   199505"
"12","116389472","116482072","    92601"
"12","116521048","116533421","    12374"
"12","116536519","116548104","    11586"
"12","116576607","116580973","     4367"
"12","116583673","116599269","    15597"
"12","116603586","116661581","    57996"
"12","116698066","116698335","      270"
"12","116703131","116738177","    35047"
"12","116853632","116908311","    54680"
"12","116908628","116910949","     2322"
"12","117031149","117099480","    68332"
"12","117142092","117453011","   310920"
"12","117456987","117889453","   432467"
"12","117891009","118013587","   122579"
"12","118033131","118037868","     4738"
"12","118038082","118066397","    28316"
"12","118066726","118136123","    69398"
"12","118145585","118246083","   100499"
"12","118246963","118376554","   129592"
"12","118418034","118428280","    10247"
"12","118428871","118430146","     1276"
"12","118430700","118829680","   398981"
"12","118829806","118981540","   151735"
"12","119163052","119171554","     8503"
"12","119224856","119334711","   109856"
"12","119541041","119593773","    52733"
"12","119643076","119667863","    24788"
"12","119681625","119699767","    18143"
"12","119701012","119959423","   258412"
"12","119959755","119989235","    29481"
"12","120094495","120116906","    22412"
"12","120119001","120201273","    82273"
"12","120213232","120218069","     4838"
"12","120222669","120224743","     2075"
"12","120225422","120247459","    22038"
"12","120247792","120282302","    34511"
"12","120282717","120302315","    19599"
"12","120313250","120369439","    56190"
"12","120371689","120389501","    17813"
"12","120395996","120438089","    42094"
"12","120463750","120469849","     6100"
"12","120498494","120533479","    34986"
"12","120577589","120640625","    63037"
"12","120667325","120687148","    19824"
"12","120701860","120703866","     2007"
"12","120704283","120709111","     4829"
"12","120709524","120710457","      934"
"12","120723641","120725773","     2133"
"12","120740009","120904701","   164693"
"12","120907938","120914399","     6462"
"12","120915124","120916744","     1621"
"12","120917237","120978542","    61306"
"12","121002513","121079841","    77329"
"12","121080125","121107042","    26918"
"12","121107175","121107219","       45"
"12","121107491","121132818","    25328"
"12","121188033","121190867","     2835"
"12","121191519","121210064","    18546"
"12","121234107","121391961","   157855"
"12","121399860","121400082","      223"
"12","121430624","121580791","   150168"
"12","121593505","121604901","    11397"
"12","121605013","121626549","    21537"
"12","121642678","121687186","    44509"
"12","121689381","121712751","    23371"
"12","121783002","121797510","    14509"
"12","121803404","121804008","      605"
"12","121832657","121856258","    23602"
"12","121857060","121874192","    17133"
"12","121874338","121888731","    14394"
"12","122003928","122019421","    15494"
"12","122062045","122063305","     1261"
"12","122068617","122078755","    10139"
"12","122147345","122167737","    20393"
"12","122203472","122203680","      209"
"12","122208953","122364781","   155829"
"12","122365633","122395541","    29909"
"12","122400858","122501186","   100329"
"12","122501642","122527245","    25604"
"12","122626397","122634129","     7733"
"12","122634674","122687124","    52451"
"12","122715980","122752823","    36844"
"12","122771065","122774525","     3461"
"12","122827529","122834452","     6924"
"12","122862962","122865334","     2373"
"12","122867022","122974579","   107558"
"12","122982914","123081383","    98470"
"12","123084745","123233384","   148640"
"12","123258080","123262059","     3980"
"12","123262403","123363867","   101465"
"12","123366114","123384131","    18018"
"12","123409354","123458087","    48734"
"12","123473155","123536408","    63254"
"12","123536535","123584532","    47998"
"12","123598583","123602076","     3494"
"12","123620944","123633738","    12795"
"12","123662605","123671109","     8505"
"12","123708400","123712352","     3953"
"12","123761756","123762187","      432"
"12","123935721","123971844","    36124"
"12","124316025","124383380","    67356"
"12","124383511","124513221","   129711"
"12","124516799","124537843","    21045"
"12","124539678","124542502","     2825"
"12","124542874","124555904","    13031"
"12","124556433","124561868","     5436"
"12","124562284","124623390","    61107"
"12","124623988","124725523","   101536"
"12","124725935","124786782","    60848"
"12","124808791","124901511","    92721"
"12","124901612","124915546","    13935"
"12","124915660","124993644","    77985"
"12","125031232","125065433","    34202"
"12","125143334","125150057","     6724"
"12","125151395","125160524","     9130"
"12","125164919","125186385","    21467"
"12","125662378","125808667","   146290"
"12","125809809","125858131","    48323"
"12","125880725","125983701","   102977"
"12","126043486","126094111","    50626"
"12","126177633","126191150","    13518"
"12","126434228","126438836","     4609"
"12","126472791","126524247","    51457"
"12","126524627","126677261","   152635"
"12","126677807","126688340","    10534"
"12","126720334","126723411","     3078"
"12","126749028","126864464","   115437"
"12","126865423","126874803","     9381"
"12","126888719","126912033","    23315"
"12","126912323","127130004","   217682"
"12","127207707","127321354","   113648"
"12","127321530","127372242","    50713"
"12","127372670","127462506","    89837"
"12","127463198","127484242","    21045"
"12","127486676","127486937","      262"
"12","127533243","127563907","    30665"
"12","127590931","127598167","     7237"
"12","127599716","127624152","    24437"
"12","127626268","127881615","   255348"
"12","127898646","127914706","    16061"
"12","127960029","128116729","   156701"
"12","128123104","128244505","   121402"
"12","128244574","128267169","    22596"
"12","128707912","128826835","   118924"
"12","128827580","128853426","    25847"
"12","128984969","129013335","    28367"
"12","129016664","129109628","    92965"
"12","129113295","129208600","    95306"
"12","129212663","129262344","    49682"
"12","129262825","129622928","   360104"
"12","129625367","129696598","    71232"
"12","129700123","130047131","   347009"
"12","130048377","130070324","    21948"
"12","130072686","130138692","    66007"
"12","130140769","130144953","     4185"
"12","130145692","130162458","    16767"
"12","130165741","130249678","    83938"
"12","130266726","130337886","    71161"
"12","130372638","130383363","    10726"
"12","130383891","130425003","    41113"
"12","130430662","130651341","   220680"
"12","130669234","130810605","   141372"
"12","130812439","130872036","    59598"
"12","130877679","130906837","    29159"
"12","130906950","130953906","    46957"
"12","131141470","131165010","    23541"
"12","131232941","131235510","     2570"
"12","131237524","131295521","    57998"
"12","131298219","131347469","    49251"
"12","131371060","131436446","    65387"
"12","131436961","131457017","    20057"
"12","131458325","131644171","   185847"
"12","131645652","131645917","      266"
"12","131646445","131661062","    14618"
"12","131661175","131662595","     1421"
"12","131664705","131667491","     2787"
"12","131668247","131711080","    42834"
"12","131799739","131828392","    28654"
"12","131851784","131857419","     5636"
"12","131864539","131894621","    30083"
"12","131923151","131929199","     6049"
"12","131945897","131949941","     4045"
"12","132080461","132084274","     3814"
"12","132131640","132144456","    12817"
"12","132152474","132169822","    17349"
"12","132170044","132190212","    20169"
"12","132190998","132200435","     9438"
"12","132201288","132275390","    74103"
"12","132280901","132282813","     1913"
"12","132284607","132329849","    45243"
"12","132331576","132332004","      429"
"12","132332433","132344476","    12044"
"12","132345353","132351854","     6502"
"12","132352323","132360733","     8411"
"12","132361199","132362809","     1611"
"12","132363349","132457159","    93811"
"12","132460025","132462241","     2217"
"12","132462857","132489550","    26694"
"12","132585189","132618775","    33587"
"12","132622389","132687586","    65198"
"12","132722735","132745155","    22421"
"12","132745730","132825700","    79971"
"12","132826185","132887841","    61657"
"12","132888584","132899983","    11400"
"12","132900369","132911469","    11101"
"12","132914733","132956527","    41795"
"12","132977671","132986364","     8694"
"12","133032953","133033502","      550"
"12","133033957","133037291","     3335"
"12","133063305","133080473","    17169"
"12","133107527","133115691","     8165"
"12","133122341","133125478","     3138"
"12","133125953","133130574","     4622"
"12","133214833","133238454","    23622"
"12","133238550","133275309","    36760"
"12","        1","    14521","    14521"
"12","    32016","    36601","     4586"
"12","    38134","   106523","    68390"
"12","   111851","   137410","    25560"
"12","   149170","   164663","    15494"
"12","   166322","   166855","      534"
"12","   182400","   190076","     7677"
"12","   214571","   220620","     6050"
"12","   262874","   273953","    11080"
"12","   277124","   280056","     2933"
"12","   389321","   564295","   174975"
"12","   663590","   674800","    11211"
"12","   684128","   865287","   181160"
"12","   867140","   911735","    44596"
"12","   991191","  1151809","   160619"
"12","  1153060","  1380059","   227000"
"12","  1391503","  1565992","   174490"
"12","  1594582","  1660314","    65733"
"12","  1660381","  1695829","    35449"
"12","  1698045","  1741196","    43152"
"12","  1747100","  1757230","    10131"
"12","  1758012","  1791962","    33951"
"12","  1918667","  1929201","    10535"
"12","  1936575","  1946052","     9478"
"12","  2004536","  2217461","   212926"
"12","  2217921","  2219484","     1564"
"12","  2223480","  2332860","   109381"
"12","  2335703","  2440188","   104486"
"12","  2457393","  2603349","   145957"
"12","  2607441","  2668499","    61059"
"12","  2672221","  2676000","     3780"
"12","  2691201","  2695764","     4564"
"12","  2812903","  2824875","    11973"
"12","  2835545","  2849045","    13501"
"12","  2857040","  2857679","      640"
"12","  2877175","  2954239","    77065"
"12","  2954339","  3071531","   117193"
"12","  3072146","  3211662","   139517"
"12","  3211918","  3296201","    84284"
"12","  3366162","  3462717","    96556"
"12","  3463587","  3483713","    20127"
"12","  3492820","  3606632","   113813"
"12","  3764820","  3791046","    26227"
"12","  3873449","  3922781","    49333"
"12","  3958645","  4109660","   151016"
"12","  4118133","  4247980","   129848"
"12","  4276253","  4323723","    47471"
"12","  4324812","  4368226","    43415"
"12","  4379713","  4428154","    48442"
"12","  4445816","  4487734","    41919"
"12","  4538509","  4601990","    63482"
"12","  4603421","  4615507","    12087"
"12","  4649052","  4700416","    51365"
"12","  4720103","  4804498","    84396"
"12","  4830748","  4857282","    26535"
"12","  4859905","  4906392","    46488"
"12","  4909266","  5032387","   123122"
"12","  5032942","  5226195","   193254"
"12","  5244200","  5366047","   121848"
"12","  5367775","  5531868","   164094"
"12","  5946233","  5948876","     2644"
