2023-04-07 10:34:05.790351	https://www.encodeproject.org/cart-report/?type=Annotation&cart=%2Fcarts%2Fd04961b5-96d7-4347-977d-8716838e1636%2F&limit=all
ID	Accession	Targets	Target	Biosample term name	Description	Lab	Project	Status	Organism	Life stage	Age	Age units	Software used
/annotations/ENCSR255PKX/	ENCSR255PKX	/targets/H3K27ac-human/	H3K27ac	sigmoid colon	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in sigmoid colon female adult (53 years) (J019) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR432KXU/	ENCSR432KXU	/targets/H3K9ac-human/	H3K9ac	ACC112	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in ACC112 (J025) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR332IGE/	ENCSR332IGE	/targets/H3K27me3-human/	H3K27me3	HT1080	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in HT1080 nuclear fraction (J035) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR470DBQ/	ENCSR470DBQ	/targets/H3K9me3-human/	H3K9me3	NCI-H460	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in NCI-H460 nuclear fraction (J413) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR397BRX/	ENCSR397BRX	/targets/H3K4me1-human/	H3K4me1	K562	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in K562 nucleolus fraction (J385) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR474IUI/	ENCSR474IUI	/targets/H3K27ac-human/	H3K27ac	liver	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in liver female adult (25 years) (J024) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR835QKY/	ENCSR835QKY	/targets/H3K36me3-human/	H3K36me3	MCF-7	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in MCF-7 (J062) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR506BWW/	ENCSR506BWW	/targets/H3K4me1-human/	H3K4me1	placenta	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in placenta male embryo (16 weeks) (J015) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR594BKS/	ENCSR594BKS	/targets/H3K36me3-human/	H3K36me3	stomach	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in stomach female embryo (96 days) (J477) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR578PRX/	ENCSR578PRX	/targets/H3K27me3-human/	H3K27me3	kidney epithelial cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in kidney epithelial cell (J378) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR515HZT/	ENCSR515HZT	/targets/H3K4me1-human/	H3K4me1	T-cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in T-cell (J374) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR053RUS/	ENCSR053RUS	/targets/H3K36me3-human/	H3K36me3	NCI-H929	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in NCI-H929 (J055) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR341URT/	ENCSR341URT	/targets/H3K27me3-human/	H3K27me3	thymus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in thymus male child (3 years) (J067) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR195PBH/	ENCSR195PBH	/targets/H3K27me3-human/	H3K27me3	myoepithelial cell of mammary gland	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in myoepithelial cell of mammary gland female adult (36 years) (J518) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR497KFV/	ENCSR497KFV	/targets/H3K27ac-human/	H3K27ac	aorta	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in aorta female adult (30 years) (J547) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR063MJT/	ENCSR063MJT	/targets/H3K9ac-human/	H3K9ac	cingulate gyrus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in cingulate gyrus female adult (75 years) (J453) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR981SSK/	ENCSR981SSK	/targets/H3K9ac-human/	H3K9ac	aorta	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in aorta female adult (30 years) (J547) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR476QEP/	ENCSR476QEP	/targets/H3K4me1-human/	H3K4me1	fibroblast of dermis	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in fibroblast of dermis (J506) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR393VEA/	ENCSR393VEA	/targets/H3K4me3-human/	H3K4me3	spleen	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in spleen male child (3 years) (J595) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR276ZJS/	ENCSR276ZJS	/targets/H3K4me1-human/	H3K4me1	thyroid gland	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in thyroid gland male adult (54 years) (J435) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR752SOS/	ENCSR752SOS	/targets/H3K9ac-human/	H3K9ac	liver	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in liver male adult (31 year) (J591) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR293GCW/	ENCSR293GCW	/targets/H3K36me3-human/	H3K36me3	cingulate gyrus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in cingulate gyrus male adult (81 year) (J465) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR959WLM/	ENCSR959WLM	/targets/H3K9me3-human/	H3K9me3	naive thymus-derived CD4-positive, alpha-beta T cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in naive thymus-derived CD4-positive, alpha-beta T cell (J531) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR527JCL/	ENCSR527JCL	/targets/H3K9me3-human/	H3K9me3	body of pancreas	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in body of pancreas male adult (54 years) (J069) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR129TDA/	ENCSR129TDA	/targets/H3K4me3-human/	H3K4me3	colonic mucosa	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in colonic mucosa female adult (73 years) (J063) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR590EGD/	ENCSR590EGD	/targets/H3K27me3-human/	H3K27me3	lung	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in lung female embryo (20 weeks) and female embryo (24 weeks) (J561) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR685OVH/	ENCSR685OVH	/targets/H3K36me3-human/	H3K36me3	HepG2	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in HepG2 (J040) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR585RKM/	ENCSR585RKM	/targets/H3K27ac-human/	H3K27ac	Peyer's patch	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in Peyer's patch female adult (51 year) (J635) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR927DNS/	ENCSR927DNS	/targets/H3K4me1-human/	H3K4me1	Peyer's patch	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in Peyer's patch female adult (51 year) (J635) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR542IES/	ENCSR542IES	/targets/H3K4me1-human/	H3K4me1	mucosa of rectum	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in mucosa of rectum female adult (50 years) (J083) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR164YAQ/	ENCSR164YAQ	/targets/H3K27me3-human/	H3K27me3	small intestine	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in small intestine male embryo (108 days) (J268) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR476XDO/	ENCSR476XDO	/targets/H3K9me3-human/	H3K9me3	heart left ventricle	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in heart left ventricle male adult (34 years) (J038) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR575BXZ/	ENCSR575BXZ	/targets/H3K9me3-human/	H3K9me3	fibroblast of lung	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in fibroblast of lung male adult (45 years) (J023) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR775VXQ/	ENCSR775VXQ	/targets/H3K27me3-human/	H3K27me3	metanephros	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in metanephros female embryo (20 weeks) and female embryo (24 weeks) (J109) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR900YZE/	ENCSR900YZE	/targets/H3K36me3-human/	H3K36me3	endothelial cell of umbilical vein	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in endothelial cell of umbilical vein nuclear fraction male newborn (J156) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR471MIR/	ENCSR471MIR	/targets/H3K27me3-human/	H3K27me3	GM12878	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in GM12878 cytosolic fraction (J044) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR675XQI/	ENCSR675XQI	/targets/H3K9me3-human/	H3K9me3	colonic mucosa	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in colonic mucosa female adult (56 years) (J072) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR748WRY/	ENCSR748WRY	/targets/H3K27ac-human/	H3K27ac	subcutaneous abdominal adipose tissue	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years) (J042) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR960IPG/	ENCSR960IPG	/targets/H3K36me3-human/	H3K36me3	skeletal muscle myoblast	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in skeletal muscle myoblast male adult (22 years) (J147) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR312HVQ/	ENCSR312HVQ	/targets/H3K9me3-human/	H3K9me3	muscle layer of duodenum	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in muscle layer of duodenum male adult (73 years) (J123) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR574ZWX/	ENCSR574ZWX	/targets/H3K4me1-human/	H3K4me1	Panc1	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in Panc1 (J144) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR538AGB/	ENCSR538AGB	/targets/H3K9me3-human/	H3K9me3	HEK293T	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in HEK293T (J139) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR933USX/	ENCSR933USX	/targets/H3K27me3-human/	H3K27me3	aorta	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in aorta male adult (34 years) (J221) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR855BUC/	ENCSR855BUC	/targets/H3K4me1-human/	H3K4me1	endothelial cell of umbilical vein	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in endothelial cell of umbilical vein male newborn (J097) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR690JBC/	ENCSR690JBC	/targets/H3K4me1-human/	H3K4me1	GM23338	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in GM23338 male adult (53 years) originated from GM23248 (J124) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR337EHG/	ENCSR337EHG	/targets/H3K27me3-human/	H3K27me3	common myeloid progenitor, CD34-positive	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in common myeloid progenitor, CD34-positive male adult (36 years) (J112) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR218ETP/	ENCSR218ETP	/targets/H3K4me3-human/	H3K4me3	muscle layer of duodenum	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in muscle layer of duodenum male adult (59 years) (J162) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR565BUL/	ENCSR565BUL	/targets/H3K36me3-human/	H3K36me3	neuronal stem cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in neural stem progenitor cell originated from H1-hESC (J159) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR808MHG/	ENCSR808MHG	/targets/H3K9ac-human/	H3K9ac	foreskin fibroblast	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in foreskin fibroblast male newborn (J168) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR723SOG/	ENCSR723SOG	/targets/H3K27ac-human/	H3K27ac	gastrocnemius medialis	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in gastrocnemius medialis female adult (53 years) (J105) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR929TJJ/	ENCSR929TJJ	/targets/H3K4me1-human/	H3K4me1	HCT116	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in HCT116 (J138) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR701UER/	ENCSR701UER	/targets/H3K9ac-human/	H3K9ac	skin of body	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in skin of body female embryo (24 weeks) and male embryo (22 weeks) (J104) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR787NQP/	ENCSR787NQP	/targets/H3K4me3-human/	H3K4me3	amnion	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in amnion male embryo (16 weeks) (J116) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR082EJT/	ENCSR082EJT	/targets/H3K27me3-human/	H3K27me3	Karpas-422	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in Karpas-422 (J125) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR367EAJ/	ENCSR367EAJ	/targets/H3K4me3-human/	H3K4me3	CD4-positive, alpha-beta T cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in CD4-positive, alpha-beta T cell (J181) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR342HER/	ENCSR342HER	/targets/H3K4me1-human/	H3K4me1	Karpas-422	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in Karpas-422 (J125) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR549QSQ/	ENCSR549QSQ	/targets/H3K27me3-human/	H3K27me3	H9	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in H9 genetically modified using stable transfection (J164) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR266ANW/	ENCSR266ANW	/targets/H3K4me3-human/	H3K4me3	placental pericyte	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in placental pericyte female newborn and male newborn (J071) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR090LID/	ENCSR090LID	/targets/H3K36me3-human/	H3K36me3	neuronal stem cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in neural stem progenitor cell originated from H9 (J143) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR545OFR/	ENCSR545OFR	/targets/H3K27ac-human/	H3K27ac	esophagus muscularis mucosa	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in esophagus muscularis mucosa female adult (51 year) (J209) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR269ZZT/	ENCSR269ZZT	/targets/H3K27me3-human/	H3K27me3	HL-60	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in HL-60 (J020) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR491AUY/	ENCSR491AUY	/targets/H3K9ac-human/	H3K9ac	SJCRH30	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in SJCRH30 (J218) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR301CEF/	ENCSR301CEF	/targets/H3K4me1-human/	H3K4me1	HepG2	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in HepG2 nuclear fraction (J135) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR034NNJ/	ENCSR034NNJ	/targets/H3K4me1-human/	H3K4me1	small intestine	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in small intestine female adult (30 years) (J085) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR140HNF/	ENCSR140HNF	/targets/H3K27me3-human/	H3K27me3	Panc1	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in Panc1 (J144) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR762IFB/	ENCSR762IFB	/targets/H3K4me3-human/	H3K4me3	SK-N-SH	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in SK-N-SH treated with 6 μM all-trans-retinoic acid for 48 hours (J140) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR812JZB/	ENCSR812JZB	/targets/H3K4me1-human/	H3K4me1	esophagus muscularis mucosa	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in esophagus muscularis mucosa female adult (53 years) (J107) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR471AUF/	ENCSR471AUF	/targets/H3K4me1-human/	H3K4me1	colonic mucosa	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in colonic mucosa female adult (73 years) (J063) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR412PAN/	ENCSR412PAN	/targets/H3K27me3-human/	H3K27me3	placental basal plate	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in placental basal plate female embryo (40 weeks) (J153) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR810BMK/	ENCSR810BMK	/targets/H3K9ac-human/	H3K9ac	IMR-90	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9ac_signal_p-value in IMR-90 cytosolic fraction (J118) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR623MUE/	ENCSR623MUE	/targets/H3K9me3-human/	H3K9me3	SK-N-SH	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in SK-N-SH treated with 6 μM all-trans-retinoic acid for 48 hours (J140) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR926NLL/	ENCSR926NLL	/targets/H3K27me3-human/	H3K27me3	iPS-18a	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in iPS-18a female adult (48 years) (J233) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR824RRT/	ENCSR824RRT	/targets/H3K9me3-human/	H3K9me3	neutrophil	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in neutrophil (J173) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR788JLK/	ENCSR788JLK	/targets/H3K27ac-human/	H3K27ac	PC-3	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in PC-3 (J197) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR636ZBB/	ENCSR636ZBB	/targets/H3K27ac-human/	H3K27ac	HEK293T	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in HEK293T (J139) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR627EQP/	ENCSR627EQP	/targets/H3K4me1-human/	H3K4me1	mesenchymal stem cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in mesenchymal stem cell originated from adipose tissue (J220) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR671UAM/	ENCSR671UAM	/targets/H3K9me3-human/	H3K9me3	smooth muscle cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in smooth muscle cell originated from H9 (J066) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR175QPK/	ENCSR175QPK	/targets/H3K36me3-human/	H3K36me3	tibial nerve	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in tibial nerve female adult (53 years) (J172) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR708MTM/	ENCSR708MTM	/targets/H3K4me1-human/	H3K4me1	layer of hippocampus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in layer of hippocampus male adult (73 years) (J185) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR068XRK/	ENCSR068XRK	/targets/H3K27ac-human/	H3K27ac	HCT116	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27ac_signal_p-value in HCT116 (J138) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR587NUD/	ENCSR587NUD	/targets/H3K4me3-human/	H3K4me3	layer of hippocampus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in layer of hippocampus male adult (73 years) (J185) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR238QLR/	ENCSR238QLR	/targets/H3K4me1-human/	H3K4me1	aorta	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me1_signal_p-value in aorta male adult (34 years) (J221) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR654WJK/	ENCSR654WJK	/targets/H3K4me3-human/	H3K4me3	SU-DHL-6	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in SU-DHL-6 (J324) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR728PIK/	ENCSR728PIK	/targets/H3K36me3-human/	H3K36me3	neutrophil	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in neutrophil male (J294) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR811KYT/	ENCSR811KYT	/targets/H3K9me3-human/	H3K9me3	cardiac muscle cell	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in cardiac muscle cell (J321) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR397IAZ/	ENCSR397IAZ	/targets/H3K9me3-human/	H3K9me3	gastroesophageal sphincter	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in gastroesophageal sphincter female adult (51 year) (J160) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR549BTE/	ENCSR549BTE	/targets/H3K9me3-human/	H3K9me3	mesenchymal stem cell of adipose	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K9me3_signal_p-value in mesenchymal stem cell of adipose (J102) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR220ROP/	ENCSR220ROP	/targets/H3K4me3-human/	H3K4me3	esophagus	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K4me3_signal_p-value in esophagus male adult (34 years) (J293) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR943VCM/	ENCSR943VCM	/targets/H3K27me3-human/	H3K27me3	endocrine pancreas	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K27me3_signal_p-value in endocrine pancreas male adult (46 years) (J266) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
/annotations/ENCSR783YAY/	ENCSR783YAY	/targets/H3K36me3-human/	H3K36me3	SK-N-SH	avocado:encode2018core-hg38 imputations of ChIP-seq_H3K36me3_signal_p-value in SK-N-SH cytosolic fraction (J302) at 25bp resolution.	Bill Noble, UW	ENCODE	released	Homo sapiens				avocado
