File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF043NUX	bigWig	signal p-value	ChIP-seq	ENCSR154FAY	imputation	Avocado	current, ENCODE v5	EFO:0005712	RPMI7951	cell line				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	f0c45dfc6bff854426f774e22ffe42fa		https://www.encodeproject.org/files/ENCFF043NUX/@@download/ENCFF043NUX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/8742d08e-428f-40fc-b715-1fe1ff3302a8/ENCFF043NUX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/8742d08e-428f-40fc-b715-1fe1ff3302a8/ENCFF043NUX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	625866356			
ENCFF127DBB	bigWig	signal p-value	ChIP-seq	ENCSR136XYS	imputation	Avocado	current, ENCODE v5	EFO:0005712	RPMI7951	cell line				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	a9ec20d7bbb7c859242ef5605547b1a2		https://www.encodeproject.org/files/ENCFF127DBB/@@download/ENCFF127DBB.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/7fd2c99d-781a-4751-b5d3-d22594e37cba/ENCFF127DBB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/7fd2c99d-781a-4751-b5d3-d22594e37cba/ENCFF127DBB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635939699			
ENCFF020JRA	bigWig	signal p-value	ChIP-seq	ENCSR735JJH	imputation	Avocado	current, ENCODE v5	CL:0002583	subcutaneous preadipocyte	primary cell				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	62232abafd5f38bace08b9497a00d92d		https://www.encodeproject.org/files/ENCFF020JRA/@@download/ENCFF020JRA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/f376aa86-1d9d-47de-9e43-ff5126505f9a/ENCFF020JRA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/f376aa86-1d9d-47de-9e43-ff5126505f9a/ENCFF020JRA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638499036			
ENCFF404IKZ	bigWig	signal p-value	ChIP-seq	ENCSR144CCX	imputation	Avocado	current, ENCODE v5	EFO:0001203	MCF-7	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	670f869d05906553ad3a188df2e87828		https://www.encodeproject.org/files/ENCFF404IKZ/@@download/ENCFF404IKZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/baac0642-3643-4cb8-9d67-3b84eabdcd02/ENCFF404IKZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/baac0642-3643-4cb8-9d67-3b84eabdcd02/ENCFF404IKZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	627057536			
ENCFF487EJB	bigWig	signal p-value	ChIP-seq	ENCSR496BJY	imputation	Avocado	current, ENCODE v5	CL:0002577	placental epithelial cell	primary cell				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	76925b791db6834a78c76e6a8234d8a4		https://www.encodeproject.org/files/ENCFF487EJB/@@download/ENCFF487EJB.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/37d122f4-530c-42ae-a86c-2116079c0a3c/ENCFF487EJB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/37d122f4-530c-42ae-a86c-2116079c0a3c/ENCFF487EJB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619664421			
ENCFF454RNQ	bigWig	signal p-value	ChIP-seq	ENCSR587ODI	imputation	Avocado	current, ENCODE v5	UBERON:0002369	adrenal gland	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	7503cbd5cb12028d09f716fdd0630812		https://www.encodeproject.org/files/ENCFF454RNQ/@@download/ENCFF454RNQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/2d6870ae-ec5c-4ff3-8c95-e9905e5bf9fd/ENCFF454RNQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/2d6870ae-ec5c-4ff3-8c95-e9905e5bf9fd/ENCFF454RNQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632518774			
ENCFF476ZHL	bigWig	signal p-value	ChIP-seq	ENCSR402ZJP	imputation	Avocado	current, ENCODE v5	EFO:0002357	SU-DHL-6	cell line				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	4f80c0ccb71f62c9a4ad7d2c59d68153		https://www.encodeproject.org/files/ENCFF476ZHL/@@download/ENCFF476ZHL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/28/2b85476f-2394-4e23-8450-a4737275ac5b/ENCFF476ZHL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/28/2b85476f-2394-4e23-8450-a4737275ac5b/ENCFF476ZHL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	643333012			
ENCFF915NKC	bigWig	signal p-value	ChIP-seq	ENCSR198NMJ	imputation	Avocado	current, ENCODE v5	UBERON:0001134	skeletal muscle tissue	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	4a6225406bab93d05685f03d25062a7e		https://www.encodeproject.org/files/ENCFF915NKC/@@download/ENCFF915NKC.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/b028bcb9-11e8-4e43-bb4e-c6b3d3883c03/ENCFF915NKC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/b028bcb9-11e8-4e43-bb4e-c6b3d3883c03/ENCFF915NKC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	640684512			
ENCFF722HRV	bigWig	signal p-value	ChIP-seq	ENCSR747AVN	imputation	Avocado	current, ENCODE v5	EFO:0005904	H7	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	ff147f966614e16e46a135b37f6ff31d		https://www.encodeproject.org/files/ENCFF722HRV/@@download/ENCFF722HRV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/e5a850ef-c8c6-408c-acf8-9768f47ffa55/ENCFF722HRV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/e5a850ef-c8c6-408c-acf8-9768f47ffa55/ENCFF722HRV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	612169496			
ENCFF235QNR	bigWig	signal p-value	ChIP-seq	ENCSR492DWR	imputation	Avocado	current, ENCODE v5	UBERON:0000317	colonic mucosa	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	fce81a9198f380135f7caf0f89dea0a5		https://www.encodeproject.org/files/ENCFF235QNR/@@download/ENCFF235QNR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/30/6eca9dde-0e30-4c45-84b4-83a30c009ef1/ENCFF235QNR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/30/6eca9dde-0e30-4c45-84b4-83a30c009ef1/ENCFF235QNR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	620637932			
ENCFF522MZN	bigWig	signal p-value	ChIP-seq	ENCSR574ZYL	imputation	Avocado	current, ENCODE v5	NTR:0003013	placental basal plate	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	e166de74d71da65ff6fb104368413b0a		https://www.encodeproject.org/files/ENCFF522MZN/@@download/ENCFF522MZN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/6f58961f-6426-4151-b027-3f2070e38263/ENCFF522MZN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/6f58961f-6426-4151-b027-3f2070e38263/ENCFF522MZN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	611120666			
ENCFF702LCF	bigWig	signal p-value	ChIP-seq	ENCSR106LYP	imputation	Avocado	current, ENCODE v5	NTR:0003079	fibroblast of breast	primary cell				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	85728d244b3de88d8333dc89b1e10be5		https://www.encodeproject.org/files/ENCFF702LCF/@@download/ENCFF702LCF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/27/e2c7b4ac-59c6-434b-ba4c-23c9688a08cd/ENCFF702LCF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/27/e2c7b4ac-59c6-434b-ba4c-23c9688a08cd/ENCFF702LCF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619787347			
ENCFF181VXU	bigWig	signal p-value	ChIP-seq	ENCSR743YTR	imputation	Avocado	current, ENCODE v5	UBERON:0008952	upper lobe of left lung	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	52421d3d5f9005b8f37aacf67ff150ad		https://www.encodeproject.org/files/ENCFF181VXU/@@download/ENCFF181VXU.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/29/cd4a6b65-fddd-4dfc-a044-b167d6e32248/ENCFF181VXU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/29/cd4a6b65-fddd-4dfc-a044-b167d6e32248/ENCFF181VXU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615164914			
ENCFF315PPS	bigWig	signal p-value	ChIP-seq	ENCSR194IPH	imputation	Avocado	current, ENCODE v5	EFO:0005721	SK-N-DZ	cell line				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	2fc29e44ca91a6fb3cd17fcfc461ca21		https://www.encodeproject.org/files/ENCFF315PPS/@@download/ENCFF315PPS.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/eeffd125-1f39-4ac7-8de2-cf78fb05d520/ENCFF315PPS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/eeffd125-1f39-4ac7-8de2-cf78fb05d520/ENCFF315PPS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	640807155			
ENCFF559SRS	bigWig	signal p-value	ChIP-seq	ENCSR716TCN	imputation	Avocado	current, ENCODE v5	UBERON:0002106	spleen	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	05942198d07f8cff88115fb05c02b4e0		https://www.encodeproject.org/files/ENCFF559SRS/@@download/ENCFF559SRS.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/7f6e2f71-77bd-4827-b39a-25f7040b8240/ENCFF559SRS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/7f6e2f71-77bd-4827-b39a-25f7040b8240/ENCFF559SRS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	622904646			
ENCFF665XXT	bigWig	signal p-value	ChIP-seq	ENCSR301BTC	imputation	Avocado	current, ENCODE v5	CL:0000236	B cell	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	9ad019c6dbfa479ca6920d1c450594c3		https://www.encodeproject.org/files/ENCFF665XXT/@@download/ENCFF665XXT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/16/a459a7fe-af9a-4909-9c0a-0123a9cb07ac/ENCFF665XXT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/16/a459a7fe-af9a-4909-9c0a-0123a9cb07ac/ENCFF665XXT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635287647			
ENCFF399QXH	bigWig	signal p-value	ChIP-seq	ENCSR810NDZ	imputation	Avocado	current, ENCODE v5	EFO:0005721	SK-N-DZ	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	9cbfdc4254ab0f91e0b7e9b6e4de2221		https://www.encodeproject.org/files/ENCFF399QXH/@@download/ENCFF399QXH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/2eae32ee-dbfa-4a2c-b77d-fb206e9d9620/ENCFF399QXH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/2eae32ee-dbfa-4a2c-b77d-fb206e9d9620/ENCFF399QXH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	647943180			
ENCFF898BUH	bigWig	signal p-value	ChIP-seq	ENCSR504HOG	imputation	Avocado	current, ENCODE v5	UBERON:0002686	angular gyrus	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	1b2d3a0531409b0dac9f0521581ccbcf		https://www.encodeproject.org/files/ENCFF898BUH/@@download/ENCFF898BUH.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/2c12eecd-84b2-4b78-ae4c-9659dbdfed76/ENCFF898BUH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/2c12eecd-84b2-4b78-ae4c-9659dbdfed76/ENCFF898BUH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634450389			
ENCFF972DCT	bigWig	signal p-value	ChIP-seq	ENCSR834DNY	imputation	Avocado	current, ENCODE v5	UBERON:0001211	Peyer's patch	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	805004f2a72a8f8891803b3b92faab91		https://www.encodeproject.org/files/ENCFF972DCT/@@download/ENCFF972DCT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/4e88a232-2299-4110-97a3-53ea5547f9df/ENCFF972DCT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/4e88a232-2299-4110-97a3-53ea5547f9df/ENCFF972DCT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	623807982			
ENCFF736SSX	bigWig	signal p-value	ChIP-seq	ENCSR207LLM	imputation	Avocado	current, ENCODE v5	EFO:0002067	K562	cell line				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	0833f742c7c68aaedf85a6eeddb5f8ab		https://www.encodeproject.org/files/ENCFF736SSX/@@download/ENCFF736SSX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/907ba18f-cac9-42b0-b179-fb53d1a7ca61/ENCFF736SSX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/907ba18f-cac9-42b0-b179-fb53d1a7ca61/ENCFF736SSX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621462821			
ENCFF929MTM	bigWig	signal p-value	ChIP-seq	ENCSR016YUS	imputation	Avocado	current, ENCODE v5	EFO:0002791	HeLa-S3	cell line				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	057944c31b19beed035ceda0f5238061		https://www.encodeproject.org/files/ENCFF929MTM/@@download/ENCFF929MTM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/30/bc3f923a-2390-4965-9346-c67df4283d95/ENCFF929MTM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/30/bc3f923a-2390-4965-9346-c67df4283d95/ENCFF929MTM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	647291485			
ENCFF848IWD	bigWig	signal p-value	ChIP-seq	ENCSR148HKX	imputation	Avocado	current, ENCODE v5	UBERON:0003124	chorion	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	8cfe181d64d11c378f3e98508dfb9856		https://www.encodeproject.org/files/ENCFF848IWD/@@download/ENCFF848IWD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/30c4b79a-f92d-4788-aa9d-ba12a1cf4b0c/ENCFF848IWD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/30c4b79a-f92d-4788-aa9d-ba12a1cf4b0c/ENCFF848IWD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	608478291			
ENCFF990DEF	bigWig	signal p-value	ChIP-seq	ENCSR912TSQ	imputation	Avocado	current, ENCODE v5	UBERON:0002369	adrenal gland	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	9d234dafd8dd246307a09239b2e6f899		https://www.encodeproject.org/files/ENCFF990DEF/@@download/ENCFF990DEF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/00a3806f-28eb-4499-ac59-26d9910a7d54/ENCFF990DEF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/00a3806f-28eb-4499-ac59-26d9910a7d54/ENCFF990DEF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	645735286			
ENCFF177ILN	bigWig	signal p-value	ChIP-seq	ENCSR707VAB	imputation	Avocado	current, ENCODE v5	CL:0002306	epithelial cell of proximal tubule	primary cell				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	6c76c18f7c1423aa234ccf613576d2f4		https://www.encodeproject.org/files/ENCFF177ILN/@@download/ENCFF177ILN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/24/6547f81b-2e1b-46f8-85f2-70164c8f9e1b/ENCFF177ILN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/24/6547f81b-2e1b-46f8-85f2-70164c8f9e1b/ENCFF177ILN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	633934329			
ENCFF358OBE	bigWig	signal p-value	ChIP-seq	ENCSR425JCB	imputation	Avocado	current, ENCODE v5	UBERON:0002967	cingulate gyrus	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	dd9f7b0199b389888c92a7d9f0b59d94		https://www.encodeproject.org/files/ENCFF358OBE/@@download/ENCFF358OBE.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/14/cd134279-28d5-450e-b448-340411c44a2f/ENCFF358OBE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/14/cd134279-28d5-450e-b448-340411c44a2f/ENCFF358OBE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635203134			
ENCFF751JWM	bigWig	signal p-value	ChIP-seq	ENCSR604SVW	imputation	Avocado	current, ENCODE v5	NTR:0003079	fibroblast of breast	primary cell				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	9f85068d41febe3bf27493625e192208		https://www.encodeproject.org/files/ENCFF751JWM/@@download/ENCFF751JWM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/13/aaa7a32c-86c9-42cd-af2a-9f0feda1c752/ENCFF751JWM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/13/aaa7a32c-86c9-42cd-af2a-9f0feda1c752/ENCFF751JWM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626864279			
ENCFF090BOX	bigWig	signal p-value	ChIP-seq	ENCSR710ZVP	imputation	Avocado	current, ENCODE v5	UBERON:0012489	muscle layer of colon	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	efed627882ef844912025a077e959556		https://www.encodeproject.org/files/ENCFF090BOX/@@download/ENCFF090BOX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/2349060a-369d-47ba-a976-2adb4c5d83a9/ENCFF090BOX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/2349060a-369d-47ba-a976-2adb4c5d83a9/ENCFF090BOX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	639291553			
ENCFF605XQA	bigWig	signal p-value	ChIP-seq	ENCSR464USO	imputation	Avocado	current, ENCODE v5	UBERON:0001515	thoracic aorta	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	88609350d18aab0afd9dc9c6dcba6de3		https://www.encodeproject.org/files/ENCFF605XQA/@@download/ENCFF605XQA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/d162b023-bc9a-4532-895b-31447a207bc1/ENCFF605XQA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/d162b023-bc9a-4532-895b-31447a207bc1/ENCFF605XQA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628809611			
ENCFF474ZUD	bigWig	signal p-value	ChIP-seq	ENCSR282AOE	imputation	Avocado	current, ENCODE v5	UBERON:0006631	right atrium auricular region	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	46983c5947d0eaceeefa5496cf5d57fe		https://www.encodeproject.org/files/ENCFF474ZUD/@@download/ENCFF474ZUD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/05352794-dd17-4ec4-a6c3-1489feb912bf/ENCFF474ZUD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/05352794-dd17-4ec4-a6c3-1489feb912bf/ENCFF474ZUD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	623580009			
ENCFF535EGW	bigWig	signal p-value	ChIP-seq	ENCSR545VYB	imputation	Avocado	current, ENCODE v5	CL:0000236	B cell	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	6b8a21f94278e748d296d4357ce3796e		https://www.encodeproject.org/files/ENCFF535EGW/@@download/ENCFF535EGW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/16/4b12e49c-ae39-4de7-bf8d-56e9a0b33a8e/ENCFF535EGW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/16/4b12e49c-ae39-4de7-bf8d-56e9a0b33a8e/ENCFF535EGW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636666871			
ENCFF728NYG	bigWig	signal p-value	ChIP-seq	ENCSR671JSM	imputation	Avocado	current, ENCODE v5	EFO:0007089	HUES64	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	c53d60b534605ac2987f0274ff77f983		https://www.encodeproject.org/files/ENCFF728NYG/@@download/ENCFF728NYG.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/05/78cbb751-7fa4-4000-bce2-268d97e95629/ENCFF728NYG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/05/78cbb751-7fa4-4000-bce2-268d97e95629/ENCFF728NYG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	633360359			
ENCFF318NAE	bigWig	signal p-value	ChIP-seq	ENCSR310NMM	imputation	Avocado	current, ENCODE v5	EFO:0002059	HT1080	cell line				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	5111e6e1df173348809dcc981776f9b2		https://www.encodeproject.org/files/ENCFF318NAE/@@download/ENCFF318NAE.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/2faa3a66-e033-4e3f-8623-772b0e3a110f/ENCFF318NAE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/2faa3a66-e033-4e3f-8623-772b0e3a110f/ENCFF318NAE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	642224044			
ENCFF752APM	bigWig	signal p-value	ChIP-seq	ENCSR741IXY	imputation	Avocado	current, ENCODE v5	UBERON:0001987	placenta	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	5be6d8bdc1d18f9d69d5c6d8b5eaa5ec		https://www.encodeproject.org/files/ENCFF752APM/@@download/ENCFF752APM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/24/21c329c0-2d6c-41c1-8794-eb236d18ef47/ENCFF752APM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/24/21c329c0-2d6c-41c1-8794-eb236d18ef47/ENCFF752APM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	618313596			
ENCFF056KQE	bigWig	signal p-value	ChIP-seq	ENCSR642HUA	imputation	Avocado	current, ENCODE v5	CL:0002618	endothelial cell of umbilical vein	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	e1ef1bd4407a203c4b97bde65fb7d885		https://www.encodeproject.org/files/ENCFF056KQE/@@download/ENCFF056KQE.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/167dbc15-26d6-4c8d-ba74-4b2fea7b5bd9/ENCFF056KQE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/167dbc15-26d6-4c8d-ba74-4b2fea7b5bd9/ENCFF056KQE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615714877			
